time_ms,voltage_mV,input_current_nA,spike
0.0,-65.0,0.0,0.0
0.1,-64.9999889383126,0.031990483010540825,0.0
0.2,-64.98931449284404,0.06984608365387573,0.0
0.30000000000000004,-64.96612819909477,0.0834340082880549,0.0
0.4,-64.93864433929919,0.1093729318878846,0.0
0.5,-64.90278888278158,0.09926233325424755,0.0
0.6000000000000001,-64.87066202513951,0.15452304325188795,0.0
0.7,-64.82043609229882,0.20161714119899354,0.0
0.8,-64.7550141936758,0.22377797804816218,0.0
0.9,-64.6828593154556,0.2456828416077229,0.0
1.0,-64.60412410931349,0.2423171665689955,0.0
1.1,-64.52729789019229,0.2807452967922628,0.0
1.2000000000000002,-64.43843035767507,0.32632332406074477,0.0
1.3,-64.33525858102878,0.3426134663726061,0.0
1.4,-64.22768816590471,0.3514962043717958,0.0
1.5,-64.11823224223984,0.3446960733798027,0.0
1.6,-64.01213731400637,0.393909300438553,0.0
1.7000000000000002,-63.890698721565286,0.4077591976250752,0.0
1.8,-63.76585756775233,0.4039197444306475,0.0
1.9,-63.64354432293463,0.460033598782197,0.0
2.0,-63.50374932309578,0.5396331636591579,0.0
2.1,-63.33881863172446,0.5682414381394697,0.0
2.2,-63.166000386837865,0.5574547101114126,0.0
2.3,-62.99850498624258,0.5782448169198795,0.0
2.4000000000000004,-62.82575360618742,0.5628978786562578,0.0
2.5,-62.65984432919644,0.5512049673429377,0.0
2.6,-62.49949074507063,0.5688348579374959,0.0
2.7,-62.33486302834254,0.6222036230560632,0.0
2.8,-62.15409075627308,0.6723811161535075,0.0
2.9000000000000004,-61.95839861392817,0.6770644527806914,0.0
3.0,-61.76309991621155,0.7424711807287226,0.0
3.1,-61.54794928534532,0.7485067870296405,0.0
3.2,-61.332934628787555,0.7410699953138176,0.0
3.3,-61.12254484800759,0.7443075586012526,0.0
3.4000000000000004,-60.91317513010799,0.7278060264297193,0.0
3.5,-60.711394337785016,0.7266201271941191,0.0
3.6,-60.51202096524903,0.765712615419591,0.0
3.7,-60.3016041381954,0.8181094715263274,0.0
3.8,-60.07581798934665,0.8466424038889875,0.0
3.9000000000000004,-59.84276874819363,0.8778355935284405,0.0
4.0,-59.601640294361445,0.9047252846935457,0.0
4.1000000000000005,-59.35394546563088,0.9470061315468291,0.0
4.2,-59.094616734336206,0.9642045194403708,0.0
4.3,-58.832127374003484,0.9838987848843102,0.0
4.4,-58.565673294547906,0.9625578497193673,0.0
4.5,-58.3089680431642,0.9580918319038618,0.0
4.6,-58.056286003317055,0.9686707153853087,0.0
4.7,-57.80256772440049,0.9615100875294912,0.0
4.800000000000001,-57.55373104339208,0.941241279937435,0.0
4.8999999999999995,-57.31409134767485,0.9912946174345711,0.0
5.0,-57.06011143668122,0.9937525870012053,0.0
5.1000000000000005,-56.80778842322262,0.9590362071586185,0.0
5.2,-56.569488481688865,0.9904608720532254,0.0
5.3,-56.323019244784206,1.00591531667022,0.0
5.4,-56.073771905630686,1.0118989277071206,0.0
5.5,-55.82491717422785,1.0031455416503796,0.0
5.6,-55.58134894783592,1.0336253396590596,0.0
5.7,-55.32992323545104,1.0449831759281776,0.0
5.800000000000001,-55.07706910820021,1.0118751690551195,0.0
5.8999999999999995,-54.83759984483794,1.0170477182492728,0.0
6.0,-54.59860828945243,1.0257380287416493,0.0
6.1000000000000005,-54.358892192573435,1.029688322378348,0.0
6.2,-54.120009491679085,1.0683840432988867,0.0
6.3,-53.87033876289754,1.0958506350685806,0.0
6.4,-53.613679176571125,1.0870151694225043,0.0
6.5,-53.3621449893626,1.0944734902703146,0.0
6.6,-53.11020929807272,1.0933547123572318,0.0
6.7,-52.860675531397675,1.0916891643467543,0.0
6.800000000000001,-52.613640774065864,1.1190672701382536,0.0
6.9,-52.35933120956576,1.1663136346691787,0.0
7.0,-52.091092012190906,1.165577913635277,0.0
7.1000000000000005,-51.82490838680956,1.185341696016165,0.0
7.2,-51.55380843725173,1.1935426420840904,0.0
7.3,-51.28153077748191,1.1534931359228935,0.0
7.4,-51.02399544789588,1.1461399919693565,0.0
7.5,-50.770049525614034,1.109510277022725,0.0
7.6,-50.52924160931493,1.0354637303890826,0.0
7.7,-50.313794268213655,1.0701172768601324,0.0
7.800000000000001,-50.08721608486299,1.1098130861751059,0.0
7.9,-49.84763294161863,1.0731066299664667,0.0
8.0,-49.62025660150768,1.0668811047931066,0.0
8.1,-49.39464282872154,1.0941773461785673,0.0
8.200000000000001,-49.15931123341962,1.0681494897694366,0.0
8.3,-48.93164144049224,1.08383702025929,0.0
8.4,-48.69736078293467,1.0556959695549795,0.0
8.5,-48.470575853756095,1.0823139219794957,0.0
8.6,-48.2325932256658,1.04262538016278,0.0
8.700000000000001,-48.004803946470794,1.0528737074973276,0.0
8.8,-47.77005171430125,1.0958942529653142,0.0
8.9,-47.51656599979138,1.0588095787605234,0.0
9.0,-47.26974938942996,1.0717223594729723,0.0
9.1,-47.01201758608343,1.0958280452302889,0.0
9.2,-46.73806967450172,1.1336500872407655,0.0
9.3,-46.44118917259031,1.15051100343361,0.0
9.4,-46.12532135244642,1.1205637464100626,0.0
9.5,-45.80233103771337,1.1310563765954003,0.0
9.600000000000001,-45.454760379793434,1.158922002734335,0.0
9.7,-45.0704296882333,1.1946134098618224,0.0
9.799999999999999,-44.63693768170537,1.2135240877024795,0.0
9.9,-44.14456336621026,1.2118090470548615,0.0
10.0,-43.57615077622793,1.2020175481791595,0.0
10.100000000000001,-42.89386549605961,1.220370287362251,0.0
10.200000000000001,-42.0104339639049,1.2681585375053446,0.0
