time_ms,voltage_mV,input_current_nA,spike
860.2,0.0,0.28821044729305767,1
263.7,0.0,0.2362684076055171,1
651.9,0.0,0.3147318069189552,1
1388.5,0.0,0.24162553439867254,1
983.0000000000001,0.0,0.24306859697788288,1
1334.7,0.0,0.296733037315272,1
1420.4,0.0,0.227957886766399,1
461.40000000000003,0.0,0.26426791084006074,1
1327.2,0.0,0.25149108670179715,1
68.7,0.0,0.23794268430842655,1
816.5,0.0,0.18531220795202585,1
968.4,0.0,0.21976485291492406,1
1359.3000000000002,0.0,0.22597491509267695,1
726.2,0.0,0.15643681470767906,1
1420.1000000000001,0.0,0.22559239544392334,1
5.6,-39.653243701692894,0.3188435808848526,0
650.1999999999999,0.0,0.2865027636964716,1
6.800000000000001,-40.788755687528,0.288642935655103,0
247.2,0.0,0.2522789541367093,1
984.7,0.0,0.2830145049796122,1
13.7,-11.30823601698606,0.2677824085433471,0
9.799999999999999,-22.329088138266744,0.2422909679433396,0
468.6,0.0,0.28536917884358926,1
3.0,-53.53651333694642,0.2460060782652605,0
288.4,0.0,0.24232395444306387,1
0.30000000000000004,-68.20059026441838,0.20425647080937911,0
17.1,-1.2370569242972838,0.27413270229607234,0
11.1,-19.614307757253393,0.29124310775771084,0
8.3,-33.866880644113145,0.3117435646198003,0
14.0,-13.055001408007087,0.23203631154359802,0
16.3,-2.42040485801262,0.24243042495833814,0
1414.1000000000001,0.0,0.0738969341415168,1
408.3,0.0,0.17292808796288436,1
9.600000000000001,-21.079303208197995,0.27047970742343097,0
776.6,0.0,0.22120463665973328,1
367.1,0.0,0.2245412726847974,1
6.9,-36.86703582879861,0.2798364449611551,0
6.800000000000001,-33.252817585303895,0.288642935655103,0
1171.3,0.0,0.34401324541269496,1
127.9,0.0,0.19907732468264633,1
548.1,0.0,0.21861781916539333,1
13.3,-19.365761341530156,0.24607452925759854,0
3.4000000000000004,-51.38971549256939,0.24800629762364457,0
9.0,-28.45891595488556,0.2699422899172012,0
11.2,-18.904144789857032,0.3112945641886011,0
16.2,-5.6354623834386395,0.22786210340389873,0
7.7,-33.33537264045651,0.33238928019661457,0
8.1,-31.28861646606047,0.28538516395759694,0
1153.0,0.0,0.2491894927951642,1
13.7,-8.719433632610917,0.2677824085433471,0
4.8999999999999995,-44.24817995751954,0.33435484585824526,0
8.4,-25.90255755572677,0.32820471090558856,0
10.100000000000001,-14.055285939433585,0.27210576501617517,0
13.5,-20.337717133083043,0.2619050823928603,0
10.700000000000001,-21.233912099119507,0.267376811650734,0
277.8,0.0,0.388618234281374,1
17.3,-4.070082710934579,0.280239765081557,0
8.700000000000001,-31.9660425178841,0.32367495541842356,0
297.9,0.0,0.25697656565928034,1
632.3000000000001,0.0,0.4355981251667557,1
294.00000000000006,0.0,0.2866835267141173,1
11.7,-21.19877575571674,0.3216736055358937,0
199.0,0.0,0.2545097645282931,1
15.4,-9.384588220757138,0.24940770409659105,0
1174.5,0.0,0.33531359300802777,1
908.0,0.0,0.3436392182197973,1
634.4000000000001,0.0,0.4038852215260742,1
6.6,-38.05827488060077,0.3082019371287304,0
1390.3,0.0,0.19045817227586043,1
860.4000000000001,0.0,0.29533999934672445,1
270.7,0.0,0.2938355289946478,1
857.5,0.0,0.1128153828031918,1
963.8000000000001,0.0,0.1597610931284472,1
5.6,-39.04700913363187,0.3188435808848526,0
13.1,-9.136517678061276,0.2418005008969524,0
17.1,-1.3813933654325312,0.27413270229607234,0
883.3000000000001,0.0,0.14840585887287383,1
306.4,0.0,0.21333751679152738,1
1379.9,0.0,0.15644655533057056,1
784.4,0.0,0.2396993322901387,1
533.6,0.0,0.12292851169041848,1
271.2,0.0,0.28675641187732737,1
10.9,-10.791171397052237,0.26527552827254686,0
5.2,-41.59746458237853,0.3576549577119918,0
1179.7,0.0,0.23132463433810443,1
7.2,-33.54604454832531,0.3518223007444808,0
12.6,-11.918774281251817,0.2556660690388372,0
117.5,0.0,0.18790390816408475,1
6.0,-36.36353146008827,0.28055428076074956,0
6.800000000000001,-29.452406991479364,0.288642935655103,0
1025.0,0.0,0.21511654774698086,1
941.2,0.0,0.22939880316617925,1
482.8,0.0,0.24115565738364966,1
12.700000000000001,-5.9464719709283225,0.26946543600922024,0
8.0,-32.08717560071022,0.2832993417165531,0
1231.8,0.0,0.29967225437887646,1
10.0,-25.794932298699493,0.2719729099695377,0
10.8,-20.802079104059057,0.2783902817298122,0
10.700000000000001,-18.8921451276116,0.267376811650734,0
41.300000000000004,0.0,0.2618060796024897,1
15.4,-8.646566157394991,0.24940770409659105,0
6.0,-38.81888860855239,0.28055428076074956,0
1.2000000000000002,-62.866435304477704,0.18667825455317608,0
962.8000000000001,0.0,0.15710887353457384,1
1387.9,0.0,0.27648770963986485,1
4.1000000000000005,-42.611666735449475,0.31114533156826124,0
132.6,0.0,0.16111006268269748,1
10.4,-17.578216942842783,0.24859745177666628,0
434.4,0.0,0.259467788592857,1
1173.5,0.0,0.2890043259902897,1
3.2,-53.64427969640264,0.24190409735976548,0
781.3,0.0,0.31971651987608096,1
219.7,0.0,0.2635883966247929,1
853.3000000000001,0.0,0.2153071888444744,1
2.7,-54.91923698152774,0.20645768530128714,0
3.3,-50.66496152420006,0.2381623507149963,0
7.0,-33.16937095808075,0.3008880382093854,0
19.5,-1.4583038939089787,0.22992381112817242,0
6.800000000000001,-36.8503032034985,0.288642935655103,0
0.9,-64.72752843022377,0.20999688959245189,0
