time_ms,voltage_mV,input_current_nA,spike
1.4,-52.77116886697639,0.5855750581900068,0
1488.3000000000002,0.0,0.7977807093090388,1
1274.8000000000002,0.0,0.7269853651922112,1
6.4,-15.978889700967919,0.5784558196968943,0
702.0,0.0,0.6250804177538974,1
716.4,0.0,1.0290520614630996,1
1460.0,0.0,0.8233203386227255,1
1082.4,0.0,0.9387153973939151,1
8.0,-3.2075186816788506,0.41240664108879493,0
8.700000000000001,-4.620079548919806,0.327933522829187,0
946.2,0.0,0.5702188261199852,1
1460.7,0.0,0.9286945269133166,1
1457.8,0.0,0.6866199458224865,1
968.6999999999999,0.0,0.6767870980397424,1
4.2,-29.107563289607956,0.5999983893395583,0
9.1,-1.0076374927444873,0.41524818747933734,0
7.6,-3.033179410699425,0.4352367992008518,0
958.4,0.0,0.7036467196029139,1
121.8,0.0,0.4307009332629094,1
55.800000000000004,0.0,0.6656801019315504,1
6.7,-13.29103991907007,0.4459606597260723,0
1.4,-54.454654781600304,0.5855750581900068,0
4.2,-29.097811345813103,0.5999983893395583,0
6.5,-20.772895551834736,0.5393026946531644,0
880.6,0.0,0.730874211795136,1
1444.7,0.0,0.9208806816758667,1
964.5,0.0,0.5706369178385937,1
1.9,-50.164851258759285,0.5574698336619084,0
2.7,-41.35148956864844,0.589500132502223,0
1068.6,0.0,0.6182835147187029,1
5.3,-24.868016410705035,0.6087786164605723,0
0.6000000000000001,-61.414382789775885,0.7295990733514661,0
7.9,-11.629631907824084,0.39022264925460437,0
5.0,-31.170035149953318,0.717580759520972,0
1.0,-57.87858523000737,0.6070481508348878,0
1154.9,0.0,0.7259420614992851,1
308.4,0.0,0.5178633638157758,1
365.6,0.0,0.7242761934165098,1
1340.7,0.0,0.865408975600474,1
0.2,-65.00154427118876,0.7470250155997176,0
385.20000000000005,0.0,0.791921766660861,1
1.1,-55.78605419444521,0.6247002191859514,0
1107.5000000000002,0.0,0.716332539607181,1
1470.3000000000002,0.0,0.8474529494677518,1
251.1,0.0,1.1944611103507539,1
7.4,-12.51833153638379,0.4523665745794207,0
1286.3999999999999,0.0,0.8005188634249245,1
638.5,0.0,0.6189294464027503,1
540.4,0.0,0.7871466616511744,1
9.1,-5.349731080292899,0.41524818747933734,0
1447.8999999999999,0.0,0.5522186530005229,1
485.00000000000006,0.0,0.5140993221215945,1
2.5,-43.9565323254713,0.6070943372304335,0
4.8999999999999995,-28.92928276166771,0.6309304001107738,0
1386.9,0.0,0.4967182885399028,1
5.1000000000000005,-26.294523017709025,0.6192818660935099,0
6.4,-10.867218206625104,0.5784558196968943,0
170.1,0.0,0.6070465311674295,1
2.6,-41.597151618400595,0.6231944975064105,0
1.2000000000000002,-56.755517182748164,0.6382948127182382,0
8.1,-2.0890235757865367,0.38262759121326817,0
5.6,-19.09571692522913,0.5623662478747824,0
577.5,0.0,0.9254696108936789,1
1475.1000000000001,0.0,0.9624241601504434,1
2.0,-47.09542634536607,0.5074462530574578,0
1426.5,0.0,0.5668541246349645,1
0.8,-59.02928014559601,0.6329703902097684,0
0.4,-63.15167910938951,0.7186103031545712,0
1328.1000000000001,0.0,0.541377762885103,1
2.7,-42.70192769570764,0.589500132502223,0
1.4,-53.54548960027489,0.5855750581900068,0
7.800000000000001,-8.329721455203803,0.34914994213985223,0
7.2,-16.64771242969651,0.4277472652673369,0
921.3,0.0,0.8850532192417975,1
1242.1,0.0,0.5676841259762385,1
1106.8,0.0,0.8000626564826999,1
0.1,-66.01895791380277,0.739381779302657,0
589.4,0.0,0.880435238222749,1
877.1,0.0,0.702132073427774,1
576.0,0.0,0.9071045409919679,1
732.2,0.0,0.5674607187288534,1
2.5,-43.86335078373372,0.6070943372304335,0
2.9000000000000004,-41.423721615949276,0.5183217692107038,0
91.4,0.0,0.8094020904194059,1
1232.7,0.0,0.7740547356660187,1
978.8,0.0,0.8875522970372662,1
8.5,-11.843249857895632,0.32524412181492496,0
1070.1000000000001,0.0,0.82407734267089,1
9.5,-5.639839598467654,0.2892614450042657,0
1.9,-48.89405121652852,0.5574698336619084,0
5.2,-26.558236114440092,0.6288657145302446,0
552.9000000000001,0.0,0.7708829988739263,1
826.5,0.0,0.6111782992209838,1
554.1,0.0,0.8077248477183845,1
134.0,0.0,0.6996793657764612,1
577.2,0.0,0.9179512482864542,1
1181.7,0.0,0.6406319581424917,1
1.7000000000000002,-50.68884708867108,0.6845750679639527,0
0.4,-62.97767965679482,0.7186103031545712,0
608.0,0.0,0.5395252636254618,1
1.7000000000000002,-50.73479196804245,0.6845750679639527,0
182.8,0.0,0.3955696522455438,1
8.5,-6.308508685593855,0.32524412181492496,0
892.1999999999999,0.0,0.6884397550311007,1
3.6,-31.191213854517258,0.499688807014877,0
28.6,0.0,0.6758427589084627,1
204.0,0.0,0.540424281170893,1
4.1000000000000005,-31.07901201285806,0.6089369907668738,0
5.3,-25.068135955909266,0.6087786164605723,0
543.8000000000001,0.0,0.9190040898774208,1
973.5,0.0,0.7064385710000819,1
7.800000000000001,-4.371812305475769,0.34914994213985223,0
9.0,-3.0087629886416805,0.4639714919185491,0
428.3,0.0,0.825336217052665,1
4.4,-30.289623114135214,0.6392675380201762,0
786.3,0.0,0.9409869781640917,1
940.0,0.0,0.3695595971792196,1
9.2,-2.99987862459104,0.42428287301655665,0
3.5,-37.261056732256534,0.5074470462550633,0
64.89999999999999,0.0,0.8080834647933451,1
1001.9,-0.06569026640729639,1.0487230470659723,0
1163.3999999999999,0.0,0.7846203715360857,1
544.8000000000001,0.0,0.7221510700902123,1
