spike_count,mean_firing_rate,spike_count,mean_firing_rate,mean_isi,isi_variability,burstiness,spectral_power,spike_times
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
