spike_count,mean_firing_rate,spike_count,mean_firing_rate,mean_isi,isi_variability,burstiness,spectral_power,spike_times
18050,9025.0,18050,9025.0,0.10698653665022992,0.8494993227012545,0.06530234146021768,355620800.00000006,[  68.9   74.1   79.3 ... 1999.7 1999.8 1999.9]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
0,0.0,0,0.0,2000.0,0.0,0.0,0.0,[]
